Charging Station,Duration (min),Total Energy (kWh),Nº cartão EVIO,date
CAP_SON_MAI_00010,0.067,0.0,144,2023-08-02
CAP_SON_MAI_00004,96.317,16.72,144,2023-08-01
CAP_SON_MAI_00004,259.117,48.66,144,2023-07-31
CAP_SON_MAI_00003,0.783,0.057,144,2023-07-31
CAP_SON_MAI_00002,39.6,32.31,144,2023-07-28
CAP_SON_MAI_00003,231.083,28.336,144,2023-07-25
CAP_SON_MAI_00002,8.8,13.98,144,2023-07-19
CAP_SON_MAI_00002,47.667,58.19,144,2023-07-16
CAP_SON_MAI_00002,21.4,33.81,144,2023-07-13
CAP_SON_MAI_00002,57.4,54.82,144,2023-07-13
CAP_SON_MAI_00010,222.333,23.93,144,2023-07-06
CAP_SON_MAI_00003,257.317,31.793,144,2023-07-06
CAP_SON_MAI_00001,240.117,28.88,144,2023-07-03
CAP_SON_MAI_00002,44.883,33.91,144,2023-07-02
CAP_SON_MAI_00004,34.733,5.5,144,2023-06-30
CAP_SON_MAI_00004,258.083,48.75,144,2023-06-30
CAP_SON_MAI_00002,52.767,49.61,144,2023-06-26
CAP_SON_MAI_00002,49.717,39.62,144,2023-06-20
CAP_SON_MAI_00002,26.183,23.95,144,2023-06-16
CAP_SON_MAI_00010,10.133,1.8,144,2023-06-16
CAP_SON_MAI_00002,13.083,22.41,144,2023-06-16
CAP_SON_MAI_00004,90.35,14.91,144,2023-06-13
CAP_SON_MAI_00002,39.717,28.64,144,2023-06-08
CAP_SON_MAI_00004,19.55,2.71,144,2023-06-02
CAP_SON_MAI_00002,51.033,44.31,144,2023-05-22
CAP_SON_MAI_00004,237.833,43.21,144,2023-05-15
CAP_SON_MAI_00002,32.85,39.87,144,2023-05-13
CAP_SON_MAI_00002,17.183,26.36,144,2023-05-12
CAP_SON_MAI_00004,308.567,56.69,144,2023-05-09
CAP_SON_MAI_00010,235.117,44.26,144,2023-05-02
CAP_SON_MAI_00002,35.8,44.62,144,2023-04-30
CAP_SON_MAI_00004,261.217,49.29,144,2023-04-27
CAP_SON_MAI_00004,64.833,10.78,144,2023-04-21
CAP_SON_MAI_00002,53.633,49.0,144,2023-04-20
CAP_SON_MAI_00001,228.667,27.4,144,2023-04-17
CAP_SON_MAI_00001,204.833,24.4,144,2023-04-17
CAP_SON_MAI_00010,138.217,25.89,144,2023-04-14
CAP_SON_MAI_00004,301.967,53.84,144,2023-04-13
CAP_SON_MAI_00004,141.233,24.56,144,2023-04-03
CAP_SON_MAI_00002,12.717,24.29,144,2023-04-02
CAP_SON_MAI_00004,26.017,4.61,144,2023-03-29
CAP_SON_MAI_00002,53.317,47.71,144,2023-03-27
CAP_SON_MAI_00002,51.767,49.48,144,2023-03-25
CAP_SON_MAI_00001,242.633,16.5,144,2023-03-24
CAP_SON_MAI_00004,242.65,44.01,144,2023-03-23
CAP_SON_MAI_00002,53.783,51.23,144,2023-03-20
CAP_SON_MAI_00002,10.033,7.4,144,2023-03-20
CAP_SON_MAI_00002,39.767,47.79,144,2023-03-19
CAP_SON_MAI_00004,92.517,15.51,144,2023-03-17
CAP_SON_MAI_00004,161.967,27.92,144,2023-03-10
CAP_SON_MAI_00004,190.867,32.8,144,2023-03-08
CAP_SON_MAI_00004,250.533,40.94,144,2023-03-06
CAP_SON_MAI_00002,52.567,46.92,144,2023-03-03
