Charging Station,Duration (min),Total Energy (kWh),Nº cartão EVIO,date
CAP_SON_MAI_00004,165.3,9.1,19,2024-02-28
CAP_SON_MAI_00004,11.483,0.6,19,2024-02-28
CAP_SON_MAI_00004,172.067,9.84,19,2024-02-26
CAP_SON_MAI_00010,0.05,0.0,19,2024-02-26
CAP_SON_MAI_00004,172.717,9.84,19,2024-02-22
CAP_SON_MAI_00004,96.3,5.279,19,2024-02-15
CAP_SON_MAI_00004,85.533,4.84,19,2024-02-15
CAP_SON_MAI_00004,145.483,8.02,19,2024-02-14
CAP_SON_MAI_00004,172.783,9.69,19,2024-02-12
CAP_SON_MAI_00004,176.75,10.16,19,2024-02-05
CAP_SON_MAI_00004,172.483,9.55,19,2024-02-02
CAP_SON_MAI_00004,172.517,9.63,19,2024-01-30
CAP_SON_MAI_00004,174.433,9.8,19,2024-01-25
CAP_SON_MAI_00004,147.633,8.29,19,2024-01-23
CAP_SON_MAI_00010,1480.45,9.79,19,2024-01-22
CAP_SON_MAI_00010,91.05,5.35,19,2024-01-18
CAP_SON_MAI_00010,102.317,6.01,19,2024-01-18
CAP_SON_MAI_00010,0.083,0.0,19,2024-01-18
CAP_SON_MAI_00010,0.083,0.0,19,2024-01-18
CAP_SON_MAI_00004,173.867,9.71,19,2024-01-18
CAP_SON_MAI_00004,171.433,9.78,19,2024-01-15
CAP_SON_MAI_00004,104.017,5.57,19,2023-12-22
CAP_SON_MAI_00004,181.083,9.93,19,2023-12-21
CAP_SON_MAI_00010,345.117,9.84,19,2023-12-18
CAP_SON_MAI_00010,205.767,9.93,19,2023-12-14
CAP_SON_MAI_00010,254.417,9.9,19,2023-12-04
CAP_SON_MAI_00004,174.267,9.79,19,2023-11-29
CAP_SON_MAI_00010,639.65,4.86,19,2023-11-16
CAP_SON_MAI_00004,179.017,9.86,19,2023-11-15
CAP_SON_MAI_00004,0.3,0.0,19,2023-11-15
CAP_SON_MAI_00010,330.867,9.99,19,2023-11-10
CAP_SON_MAI_00010,145.417,8.12,19,2023-11-07
CAP_SON_MAI_00004,161.833,9.0,19,2023-11-07
CAP_SON_MAI_00004,175.95,9.81,19,2023-11-06
CAP_SON_MAI_00004,190.367,10.43,19,2023-11-02
CAP_SON_MAI_00010,257.883,6.45,19,2023-10-27
CAP_SON_MAI_00010,240.65,10.1,19,2023-10-27
CAP_SON_MAI_00010,188.0,10.16,19,2023-10-24
CAP_SON_MAI_00010,93.117,5.43,19,2023-10-17
CAP_SON_MAI_00010,216.433,10.35,19,2023-10-16
CAP_SON_MAI_00010,224.483,10.26,19,2023-10-13
CAP_SON_MAI_00010,254.75,7.74,19,2023-10-11
CAP_SON_MAI_00010,0.05,0.0,19,2023-10-10
CAP_SON_MAI_00010,1.967,0.1,19,2023-10-10
CAP_SON_MAI_00010,238.317,10.36,19,2023-10-09
CAP_SON_MAI_00010,128.917,7.56,19,2023-10-06
CAP_SON_MAI_00010,24.9,1.42,19,2023-10-02
CAP_SON_MAI_00010,230.683,10.11,19,2023-09-28
CAP_SON_MAI_00004,182.083,10.08,19,2023-09-25
CAP_SON_MAI_00004,175.6,10.1,19,2023-09-21
CAP_SON_MAI_00004,179.733,10.21,19,2023-09-18
CAP_SON_MAI_00004,183.433,10.19,19,2023-09-15
CAP_SON_MAI_00010,230.55,7.28,19,2023-09-14
CAP_SON_MAI_00010,0.083,0.0,19,2023-09-14
CAP_SON_MAI_00010,0.233,0.0,19,2023-09-14
CAP_SON_MAI_00004,177.467,10.23,19,2023-09-13
CAP_SON_MAI_00010,321.05,10.16,19,2023-09-11
CAP_SON_MAI_00010,257.05,10.49,19,2023-09-08
CAP_SON_MAI_00010,0.083,0.0,19,2023-09-08
CAP_SON_MAI_00004,72.4,3.97,19,2023-09-05
CAP_SON_MAI_00004,161.0,9.09,19,2023-09-04
CAP_SON_MAI_00004,19.883,1.14,19,2023-09-04
CAP_SON_MAI_00004,182.833,10.05,19,2023-08-16
CAP_SON_MAI_00001,512.867,10.18,19,2023-08-14
CAP_SON_MAI_00004,0.433,0.0,19,2023-07-31
