Charging Station,Duration (min),Total Energy (kWh),Nº cartão EVIO,date
CAP_SON_MAI_00001,251.333,12.34,50,2023-05-03
CAP_SON_MAI_00004,199.1,12.28,50,2023-04-19
CAP_SON_MAI_00004,0.65,0.0,50,2023-04-19
CAP_SON_MAI_00004,0.65,0.0,50,2023-04-19
CAP_SON_MAI_00001,551.367,12.41,50,2023-04-18
CAP_SON_MAI_00004,207.267,12.65,50,2023-04-14
CAP_SON_MAI_00004,0.65,0.0,50,2023-04-14
CAP_SON_MAI_00001,346.433,12.61,50,2023-04-13
CAP_SON_MAI_00001,276.55,12.57,50,2023-04-10
CAP_SON_MAI_00010,295.833,12.48,50,2023-04-05
CAP_SON_MAI_00001,484.3,12.26,50,2023-04-03
CAP_SON_MAI_00004,151.833,8.89,50,2023-03-31
CAP_SON_MAI_00010,273.5,12.66,50,2023-03-29
CAP_SON_MAI_00010,70.033,4.13,50,2023-03-24
CAP_SON_MAI_00001,222.817,12.48,50,2023-03-15
CAP_SON_MAI_00004,211.1,12.55,50,2023-03-10
CAP_SON_MAI_00010,0.083,0.0,50,2023-03-10
CAP_SON_MAI_00001,289.65,12.43,50,2023-02-28
CAP_SON_MAI_00004,221.317,12.76,50,2023-02-27
CAP_SON_MAI_00010,67.467,3.9,50,2023-02-14
CAP_SON_MAI_00010,0.1,0.0,50,2023-02-14
CAP_SON_MAI_00010,0.083,0.0,50,2023-02-14
CAP_SON_MAI_00003,238.9,12.696,50,2023-02-10
CAP_SON_MAI_00003,280.0,12.633,50,2023-02-06
CAP_SON_MAI_00003,306.3,12.914,50,2023-02-03
CAP_SON_MAI_00003,211.817,11.955,50,2023-02-01
