Charging Station,Duration (min),Total Energy (kWh),Nº cartão EVIO,date
CAP_SON_MAI_00010,226.233,9.42,46,2023-11-27
CAP_SON_MAI_00010,241.367,8.58,46,2023-11-22
CAP_SON_MAI_00001,304.25,10.33,46,2023-11-21
CAP_SON_MAI_00010,299.467,10.8,46,2023-11-20
CAP_SON_MAI_00001,305.95,10.84,46,2023-11-17
CAP_SON_MAI_00001,310.717,8.46,46,2023-11-16
CAP_SON_MAI_00001,242.6,10.95,46,2023-11-13
CAP_SON_MAI_00001,49.867,5.54,46,2023-11-10
CAP_SON_MAI_00010,289.117,10.48,46,2023-11-09
CAP_SON_MAI_00010,169.617,10.87,46,2023-11-08
CAP_SON_MAI_00001,298.25,10.93,46,2023-11-07
CAP_SON_MAI_00010,308.4,8.2,46,2023-11-03
CAP_SON_MAI_00001,310.667,11.02,46,2023-11-02
CAP_SON_MAI_00001,253.05,10.84,46,2023-10-30
CAP_SON_MAI_00001,269.6,10.91,46,2023-10-25
CAP_SON_MAI_00001,271.083,10.73,46,2023-10-24
CAP_SON_MAI_00001,199.283,11.05,46,2023-10-23
CAP_SON_MAI_00010,328.733,8.17,46,2023-10-20
CAP_SON_MAI_00001,323.267,9.48,46,2023-10-19
CAP_SON_MAI_00001,81.4,1.63,46,2023-10-18
CAP_SON_MAI_00001,217.6,9.19,46,2023-10-18
CAP_SON_MAI_00003,223.117,8.782,46,2023-10-13
CAP_SON_MAI_00010,4.517,0.0,46,2023-10-12
CAP_SON_MAI_00001,315.65,10.8,46,2023-10-10
CAP_SON_MAI_00001,302.2,8.2,46,2023-10-04
CAP_SON_MAI_00001,305.433,10.85,46,2023-10-03
CAP_SON_MAI_00001,297.133,10.91,46,2023-10-02
CAP_SON_MAI_00010,298.233,8.14,46,2023-09-28
CAP_SON_MAI_00001,165.117,10.97,46,2023-09-27
CAP_SON_MAI_00001,313.533,10.97,46,2023-09-25
CAP_SON_MAI_00001,118.183,9.39,46,2023-09-22
CAP_SON_MAI_00001,263.5,6.95,46,2023-09-21
CAP_SON_MAI_00010,259.05,6.84,46,2023-09-20
CAP_SON_MAI_00010,297.9,11.41,46,2023-09-19
CAP_SON_MAI_00001,281.433,10.99,46,2023-09-18
CAP_SON_MAI_00001,440.017,10.75,46,2023-09-15
CAP_SON_MAI_00001,308.067,10.88,46,2023-09-14
CAP_SON_MAI_00001,300.283,11.0,46,2023-09-12
CAP_SON_MAI_00010,296.283,10.95,46,2023-09-06
CAP_SON_MAI_00001,307.6,10.91,46,2023-09-04
CAP_SON_MAI_00001,284.583,7.6,46,2023-09-01
CAP_SON_MAI_00001,234.3,10.76,46,2023-08-30
CAP_SON_MAI_00001,280.283,10.96,46,2023-08-29
CAP_SON_MAI_00010,380.917,6.52,46,2023-08-25
CAP_SON_MAI_00010,153.383,5.74,46,2023-08-24
CAP_SON_MAI_00010,393.783,10.59,46,2023-08-23
CAP_SON_MAI_00010,300.717,10.17,46,2023-08-22
CAP_SON_MAI_00010,331.25,10.76,46,2023-08-21
CAP_SON_MAI_00010,0.183,0.0,46,2023-08-21
CAP_SON_MAI_00010,326.65,10.9,46,2023-07-27
CAP_SON_MAI_00004,88.45,10.8,46,2023-07-20
CAP_SON_MAI_00001,224.317,12.02,46,2023-07-14
CAP_SON_MAI_00004,19.983,2.25,46,2023-07-12
CAP_SON_MAI_00010,282.517,6.16,46,2023-07-12
CAP_SON_MAI_00010,305.933,10.76,46,2023-07-11
CAP_SON_MAI_00001,1631.017,21.87,46,2023-07-10
CAP_SON_MAI_00010,306.317,10.8,46,2023-07-07
CAP_SON_MAI_00010,9.6,1.16,46,2023-07-04
CAP_SON_MAI_00010,0.25,0.0,46,2023-07-04
CAP_SON_MAI_00010,309.367,10.85,46,2023-07-03
CAP_SON_MAI_00010,152.9,10.66,46,2023-06-28
CAP_SON_MAI_00010,300.25,9.2,46,2023-06-27
CAP_SON_MAI_00010,281.467,9.72,46,2023-06-21
CAP_SON_MAI_00010,325.8,10.62,46,2023-06-20
CAP_SON_MAI_00010,121.167,10.06,46,2023-06-16
CAP_SON_MAI_00010,325.233,10.77,46,2023-06-12
CAP_SON_MAI_00010,286.283,10.54,46,2023-06-07
CAP_SON_MAI_00010,292.8,10.76,46,2023-05-31
CAP_SON_MAI_00010,306.067,10.87,46,2023-05-30
CAP_SON_MAI_00004,81.2,9.91,46,2023-05-25
CAP_SON_MAI_00010,7.85,0.94,46,2023-05-25
CAP_SON_MAI_00004,88.8,10.85,46,2023-05-23
CAP_SON_MAI_00004,87.733,10.58,46,2023-05-12
CAP_SON_MAI_00004,87.55,10.65,46,2023-05-11
CAP_SON_MAI_00010,288.233,9.17,46,2023-05-09
CAP_SON_MAI_00010,152.817,10.72,46,2023-05-08
CAP_SON_MAI_00010,202.35,10.76,46,2023-05-05
CAP_SON_MAI_00010,254.033,10.76,46,2023-04-26
CAP_SON_MAI_00010,260.767,10.06,46,2023-04-21
CAP_SON_MAI_00010,306.033,10.82,46,2023-04-18
CAP_SON_MAI_00010,376.733,10.61,46,2023-04-12
CAP_SON_MAI_00010,299.55,10.8,46,2023-04-11
CAP_SON_MAI_00010,1.067,0.08,46,2023-04-11
CAP_SON_MAI_00010,267.417,10.76,46,2023-04-03
CAP_SON_MAI_00010,299.183,10.84,46,2023-03-24
CAP_SON_MAI_00010,290.367,10.85,46,2023-03-23
CAP_SON_MAI_00004,81.133,9.72,46,2023-03-21
CAP_SON_MAI_00010,309.467,10.73,46,2023-03-20
CAP_SON_MAI_00004,71.733,8.2,46,2023-03-07
CAP_SON_MAI_00004,77.333,8.74,46,2023-03-03
CAP_SON_MAI_00010,109.45,10.69,46,2023-02-23
CAP_SON_MAI_00010,260.083,4.78,46,2023-02-14
CAP_SON_MAI_00004,79.867,9.32,46,2023-02-14
CAP_SON_MAI_00004,8.083,0.85,46,2023-02-10
CAP_SON_MAI_00003,0.0,0.0,46,2023-02-02
