Charging Station,Duration (min),Total Energy (kWh),Nº cartão EVIO,date
CAP_SON_MAI_00003,0.167,0.007,76,2023-07-27
CAP_SON_MAI_00004,161.483,9.3,76,2023-07-26
CAP_SON_MAI_00004,114.217,6.47,76,2023-07-25
CAP_SON_MAI_00001,279.117,11.55,76,2023-07-24
CAP_SON_MAI_00004,148.65,8.53,76,2023-07-21
CAP_SON_MAI_00010,284.167,9.77,76,2023-07-19
CAP_SON_MAI_00010,133.75,7.66,76,2023-07-17
CAP_SON_MAI_00004,201.317,11.49,76,2023-07-17
CAP_SON_MAI_00004,199.167,11.61,76,2023-07-07
CAP_SON_MAI_00004,199.95,11.63,76,2023-07-03
CAP_SON_MAI_00004,202.383,11.81,76,2023-06-30
CAP_SON_MAI_00004,166.2,9.64,76,2023-06-29
CAP_SON_MAI_00004,198.467,11.59,76,2023-06-28
CAP_SON_MAI_00004,127.983,7.29,76,2023-06-27
CAP_SON_MAI_00004,198.65,11.61,76,2023-06-26
CAP_SON_MAI_00004,193.883,11.32,76,2023-06-21
CAP_SON_MAI_00010,344.717,7.71,76,2023-06-20
CAP_SON_MAI_00004,199.75,11.63,76,2023-06-19
CAP_SON_MAI_00004,123.967,6.99,76,2023-06-14
CAP_SON_MAI_00004,205.767,11.58,76,2023-06-13
CAP_SON_MAI_00004,199.183,11.48,76,2023-06-12
CAP_SON_MAI_00004,200.133,11.69,76,2023-06-07
CAP_SON_MAI_00004,200.35,11.67,76,2023-06-06
CAP_SON_MAI_00004,201.2,11.76,76,2023-06-05
CAP_SON_MAI_00004,179.433,10.42,76,2023-06-02
CAP_SON_MAI_00004,207.267,12.11,76,2023-05-31
CAP_SON_MAI_00004,181.883,10.58,76,2023-05-26
CAP_SON_MAI_00001,397.317,11.67,76,2023-05-24
CAP_SON_MAI_00004,199.433,11.64,76,2023-05-18
CAP_SON_MAI_00004,197.85,11.61,76,2023-05-15
CAP_SON_MAI_00010,4465.833,7.76,76,2023-05-12
CAP_SON_MAI_00004,105.8,5.93,76,2023-05-11
CAP_SON_MAI_00004,107.083,6.03,76,2023-05-11
CAP_SON_MAI_00004,136.367,7.79,76,2023-05-10
CAP_SON_MAI_00001,285.233,7.67,76,2023-05-09
CAP_SON_MAI_00010,142.9,3.46,76,2023-05-08
CAP_SON_MAI_00010,139.333,8.07,76,2023-05-08
CAP_SON_MAI_00001,193.817,11.77,76,2023-04-27
CAP_SON_MAI_00004,207.833,11.89,76,2023-04-24
CAP_SON_MAI_00004,166.0,9.62,76,2023-04-20
CAP_SON_MAI_00010,325.483,11.68,76,2023-04-19
CAP_SON_MAI_00010,310.9,11.75,76,2023-04-17
CAP_SON_MAI_00010,280.083,11.69,76,2023-04-12
CAP_SON_MAI_00004,151.917,8.72,76,2023-04-05
CAP_SON_MAI_00004,202.0,11.53,76,2023-04-03
CAP_SON_MAI_00010,253.433,10.82,76,2023-03-29
CAP_SON_MAI_00004,154.983,8.82,76,2023-03-24
CAP_SON_MAI_00004,199.267,11.68,76,2023-03-23
CAP_SON_MAI_00001,296.8,11.52,76,2023-03-22
CAP_SON_MAI_00004,207.717,11.98,76,2023-03-20
CAP_SON_MAI_00004,193.667,11.3,76,2023-03-15
CAP_SON_MAI_00004,130.55,7.19,76,2023-03-14
CAP_SON_MAI_00010,326.783,11.71,76,2023-03-10
CAP_SON_MAI_00010,0.117,0.0,76,2023-03-10
CAP_SON_MAI_00010,308.7,11.91,76,2023-03-07
CAP_SON_MAI_00010,302.967,11.77,76,2023-03-06
CAP_SON_MAI_00004,187.683,10.38,76,2023-03-02
CAP_SON_MAI_00004,211.233,12.11,76,2023-02-27
CAP_SON_MAI_00010,0.4,0.0,76,2023-02-17
CAP_SON_MAI_00010,655.283,9.94,76,2023-02-15
CAP_SON_MAI_00010,254.583,7.49,76,2023-02-14
CAP_SON_MAI_00004,188.333,10.57,76,2023-02-10
CAP_SON_MAI_00004,160.6,8.86,76,2023-02-08
CAP_SON_MAI_00004,145.167,7.86,76,2023-02-07
CAP_SON_MAI_00004,96.55,11.0,76,2023-02-06
CAP_SON_MAI_00010,634.417,11.68,76,2023-02-06
CAP_SON_MAI_00004,205.2,11.5,76,2023-02-03
CAP_SON_MAI_00004,156.8,9.53,76,2023-02-02
CAP_SON_MAI_00004,162.833,8.99,76,2023-02-01
