date;Charging Station;Duration (min);Total Energy (kWh);Nº cartão EVIO;Plus;Temp
2023-05-09;CAP_SON_MAI_00001;285.233;7.67;76;0.075;17.75
2023-05-10;CAP_SON_MAI_00001;558.333;12.31;50;0.0;15.5
2023-05-10;CAP_SON_MAI_00004;136.367;7.79;76;0.0;15.5
2023-05-10;CAP_SON_MAI_00002;0.25;0.05;-;0.0;15.5
2023-05-10;CAP_SON_MAI_00001;36.85;4.26;-;0.0;15.5
2023-05-11;CAP_SON_MAI_00010;622.75;11.54;55;0.0;16.0
2023-05-11;CAP_SON_MAI_00004;87.55;10.65;46;0.0;16.0
2023-05-11;CAP_SON_MAI_00004;107.083;6.03;76;0.0;16.0
2023-05-11;CAP_SON_MAI_00001;179.933;10.77;5;0.0;16.0
2023-05-11;CAP_SON_MAI_00002;0.433;0.15;-;0.0;16.0
2023-05-11;CAP_SON_MAI_00004;105.8;5.93;76;0.0;16.0
2023-05-11;CAP_SON_MAI_00001;280.05;7.29;5;0.0;16.0
2023-05-12;CAP_SON_MAI_00002;17.183;26.36;144;0.0;15.75
2023-05-12;CAP_SON_MAI_00010;4469.583;4.46;55;0.0;15.75
2023-05-12;CAP_SON_MAI_00004;87.733;10.58;46;0.0;15.75
2023-05-12;CAP_SON_MAI_00010;4465.833;7.76;76;0.0;15.75
2023-05-13;CAP_SON_MAI_00002;32.85;39.87;144;0.0;16.0
2023-05-15;CAP_SON_MAI_00004;237.833;43.21;144;0.0;16.5
2023-05-15;CAP_SON_MAI_00004;197.85;11.61;76;0.0;16.5
2023-05-15;CAP_SON_MAI_00010;302.75;12.69;50;0.0;16.5
2023-05-15;CAP_SON_MAI_00004;83.133;4.49;4;0.0;16.5
2023-05-15;CAP_SON_MAI_00004;190.767;10.58;-;0.0;16.5
2023-05-16;CAP_SON_MAI_00010;364.15;12.26;55;0.0;18.5
2023-05-16;CAP_SON_MAI_00004;209.717;38.36;1;0.0;18.5
2023-05-16;CAP_SON_MAI_00001;230.5;12.08;87;0.0;18.5
2023-05-17;CAP_SON_MAI_00004;106.867;13.12;1;0.0;19.25
2023-05-18;CAP_SON_MAI_00010;298.883;6.49;55;0.0;18.75
2023-05-18;CAP_SON_MAI_00004;199.433;11.64;76;0.0;18.75
2023-05-18;CAP_SON_MAI_00010;194.933;12.4;55;0.0;18.75
2023-05-19;CAP_SON_MAI_00010;179.05;3.05;55;0.0;18.25
2023-05-19;CAP_SON_MAI_00001;161.067;9.63;50;0.0;18.25
2023-05-19;CAP_SON_MAI_00010;210.683;5.1;55;0.0;18.25
2023-05-19;CAP_SON_MAI_00004;67.817;4.16;50;0.0;18.25
2023-05-19;CAP_SON_MAI_00004;13.267;0.46;-;0.0;18.25
2023-05-19;CAP_SON_MAI_00004;0.65;0.0;13;0.0;18.25
2023-05-22;CAP_SON_MAI_00001;272.817;12.24;50;0.0;20.0
2023-05-22;CAP_SON_MAI_00004;181.7;10.61;4;0.0;20.0
2023-05-22;CAP_SON_MAI_00010;268.2;12.26;55;0.0;20.0
2023-05-22;CAP_SON_MAI_00002;51.033;44.31;144;0.0;20.0
2023-05-22;CAP_SON_MAI_00010;214.083;25.66;1;0.0;20.0
2023-05-22;CAP_SON_MAI_00004;174.0;10.21;-;0.0;20.0
2023-05-22;CAP_SON_MAI_00001;68.833;4.1;59;0.0;20.0
2023-05-23;CAP_SON_MAI_00004;134.9;7.79;4;0.0;20.25
2023-05-23;CAP_SON_MAI_00004;88.8;10.85;46;0.0;20.25
2023-05-23;CAP_SON_MAI_00001;200.733;11.96;5;0.0;20.25
2023-05-23;CAP_SON_MAI_00004;0.283;0.0;5;0.0;20.25
2023-05-23;CAP_SON_MAI_00004;0.65;0.0;5;0.0;20.25
2023-05-24;CAP_SON_MAI_00010;601.5;12.25;55;0.0;21.0
2023-05-24;CAP_SON_MAI_00001;0.083;0.0;87;0.0;21.0
2023-05-24;CAP_SON_MAI_00001;397.317;11.67;76;0.0;21.0
2023-05-24;CAP_SON_MAI_00002;35.3;25.98;29;0.0;21.0
2023-05-25;CAP_SON_MAI_00004;81.2;9.91;46;0.0;20.0
2023-05-25;CAP_SON_MAI_00004;172.167;10.01;-;0.0;20.0
2023-05-25;CAP_SON_MAI_00010;7.85;0.94;46;0.0;20.0
2023-05-26;CAP_SON_MAI_00001;639.833;11.9;87;0.025;17.25
2023-05-26;CAP_SON_MAI_00004;181.883;10.58;76;0.025;17.25
2023-05-26;CAP_SON_MAI_00001;0.249;0.0;55;0.025;17.25
2023-05-26;CAP_SON_MAI_00001;597.367;12.3;55;0.025;17.25
2023-05-26;CAP_SON_MAI_00002;22.55;28.57;29;0.025;17.25
2023-05-29;CAP_SON_MAI_00010;313.417;12.11;55;0.1;17.0
2023-05-29;CAP_SON_MAI_00004;179.417;10.13;-;0.1;17.0
2023-05-29;CAP_SON_MAI_00010;267.817;12.45;50;0.1;17.0
2023-05-29;CAP_SON_MAI_00004;174.617;10.16;4;0.1;17.0
2023-05-30;CAP_SON_MAI_00004;97.583;5.3;-;0.0;17.0
2023-05-30;CAP_SON_MAI_00010;306.067;10.87;46;0.0;17.0
2023-05-30;CAP_SON_MAI_00004;237.1;45.13;29;0.0;17.0
2023-05-31;CAP_SON_MAI_00010;321.983;19.2;29;0.0;18.0
2023-05-31;CAP_SON_MAI_00010;0.1;0.0;29;0.0;18.0
2023-05-31;CAP_SON_MAI_00004;207.267;12.11;76;0.0;18.0
2023-05-31;CAP_SON_MAI_00010;292.8;10.76;46;0.0;18.0
2023-05-31;CAP_SON_MAI_00001;307.333;12.05;87;0.0;18.0
2023-06-01;CAP_SON_MAI_00010;205.417;12.48;59;0.0;17.75
2023-06-01;CAP_SON_MAI_00001;267.2;12.63;5;0.0;17.75
2023-06-01;CAP_SON_MAI_00004;101.417;12.19;55;0.0;17.75
2023-06-02;CAP_SON_MAI_00004;179.433;10.42;76;0.0;17.75
2023-06-02;CAP_SON_MAI_00004;176.75;10.21;-;0.0;17.75
2023-06-02;CAP_SON_MAI_00010;321.483;11.79;87;0.0;17.75
2023-06-02;CAP_SON_MAI_00001;197.767;9.8;5;0.0;17.75
2023-06-02;CAP_SON_MAI_00004;19.55;2.71;144;0.0;17.75
2023-06-02;CAP_SON_MAI_00004;205.367;12.33;50;0.0;17.75
2023-06-02;CAP_SON_MAI_00004;1.733;0.09;128;0.0;17.75
2023-06-02;CAP_SON_MAI_00004;57.483;3.24;128;0.0;17.75
2023-06-05;CAP_SON_MAI_00004;203.417;12.18;128;0.0;19.0
2023-06-05;CAP_SON_MAI_00004;171.9;9.98;-;0.0;19.0
2023-06-05;CAP_SON_MAI_00004;201.2;11.76;76;0.0;19.0
2023-06-06;CAP_SON_MAI_00004;200.35;11.67;76;0.0;21.25
2023-06-06;CAP_SON_MAI_00010;651.433;12.09;55;0.0;21.25
2023-06-07;CAP_SON_MAI_00004;200.133;11.69;76;0.55;18.75
2023-06-07;CAP_SON_MAI_00010;411.883;9.1;55;0.55;18.75
2023-06-07;CAP_SON_MAI_00010;286.283;10.54;46;0.55;18.75
2023-06-07;CAP_SON_MAI_00004;178.233;10.68;128;0.55;18.75
2023-06-07;CAP_SON_MAI_00003;284.717;12.327;50;0.55;18.75
2023-06-08;CAP_SON_MAI_00002;39.717;28.64;144;0.275;18.5
2023-06-09;CAP_SON_MAI_00010;45.817;5.55;55;0.175;18.75
2023-06-09;CAP_SON_MAI_00010;72.333;8.83;55;0.175;18.75
2023-06-09;CAP_SON_MAI_00010;0.15;0.0;87;0.175;18.75
2023-06-09;CAP_SON_MAI_00004;2.083;0.08;128;0.175;18.75
2023-06-12;CAP_SON_MAI_00003;676.267;26.691;1;0.125;19.5
2023-06-12;CAP_SON_MAI_00010;309.283;12.38;50;0.125;19.5
2023-06-12;CAP_SON_MAI_00010;360.883;12.28;128;0.125;19.5
2023-06-12;CAP_SON_MAI_00010;0.417;0.0;128;0.125;19.5
2023-06-12;CAP_SON_MAI_00003;388.717;10.098;4;0.125;19.5
2023-06-12;CAP_SON_MAI_00010;325.233;10.77;46;0.125;19.5
2023-06-12;CAP_SON_MAI_00010;223.3;12.0;55;0.125;19.5
2023-06-12;CAP_SON_MAI_00004;199.183;11.48;76;0.125;19.5
2023-06-12;CAP_SON_MAI_00004;236.333;43.06;29;0.125;19.5
2023-06-13;CAP_SON_MAI_00004;205.767;11.58;76;0.025;18.25
2023-06-13;CAP_SON_MAI_00004;90.35;14.91;144;0.025;18.25
2023-06-13;CAP_SON_MAI_00010;706.667;11.29;55;0.025;18.25
2023-06-13;CAP_SON_MAI_00002;8.25;6.41;29;0.025;18.25
2023-06-13;CAP_SON_MAI_00004;0.35;0.0;-;0.025;18.25
2023-06-13;CAP_SON_MAI_00004;0.217;0.0;-;0.025;18.25
2023-06-13;CAP_SON_MAI_00004;185.033;10.31;-;0.025;18.25
2023-06-14;CAP_SON_MAI_00001;234.9;11.88;87;0.0;18.5
2023-06-14;CAP_SON_MAI_00010;224.283;6.78;87;0.0;18.5
2023-06-14;CAP_SON_MAI_00004;123.967;6.99;76;0.0;18.5
2023-06-14;CAP_SON_MAI_00001;0.517;0.02;87;0.0;18.5
2023-06-15;CAP_SON_MAI_00001;216.933;9.46;-;0.0;20.25
2023-06-15;CAP_SON_MAI_00010;197.883;12.04;59;0.0;20.25
2023-06-16;CAP_SON_MAI_00010;121.167;10.06;46;0.0;20.5
2023-06-16;CAP_SON_MAI_00004;101.467;12.34;55;0.0;20.5
2023-06-16;CAP_SON_MAI_00004;129.017;7.32;4;0.0;20.5
2023-06-16;CAP_SON_MAI_00002;13.083;22.41;144;0.0;20.5
2023-06-16;CAP_SON_MAI_00010;10.133;1.8;144;0.0;20.5
2023-06-16;CAP_SON_MAI_00010;0.083;0.0;128;0.0;20.5
2023-06-16;CAP_SON_MAI_00010;0.567;0.0;128;0.0;20.5
2023-06-16;CAP_SON_MAI_00002;26.183;23.95;144;0.0;20.5
2023-06-16;CAP_SON_MAI_00010;277.6;4.96;-;0.0;20.5
2023-06-17;CAP_SON_MAI_00002;14.517;23.83;0;0.0;19.25
2023-06-19;CAP_SON_MAI_00010;222.499;0.0;50;0.125;19.5
2023-06-19;CAP_SON_MAI_00004;207.483;12.49;128;0.125;19.5
2023-06-19;CAP_SON_MAI_00010;314.217;25.69;1;0.125;19.5
2023-06-19;CAP_SON_MAI_00004;199.75;11.63;76;0.125;19.5
2023-06-20;CAP_SON_MAI_00010;344.717;7.71;76;0.0;18.75
2023-06-20;CAP_SON_MAI_00004;99.133;12.13;55;0.0;18.75
2023-06-20;CAP_SON_MAI_00010;325.8;10.62;46;0.0;18.75
2023-06-20;CAP_SON_MAI_00002;49.717;39.62;144;0.0;18.75
2023-06-20;CAP_SON_MAI_00002;41.75;42.05;29;0.0;18.75
2023-06-20;CAP_SON_MAI_00004;200.667;12.06;128;0.0;18.75
2023-06-20;CAP_SON_MAI_00004;46.233;5.6;55;0.0;18.75
2023-06-21;CAP_SON_MAI_00004;133.767;23.74;0;0.0;18.0
2023-06-21;CAP_SON_MAI_00004;193.883;11.32;76;0.0;18.0
2023-06-21;CAP_SON_MAI_00010;281.467;9.72;46;0.0;18.0
2023-06-26;CAP_SON_MAI_00002;52.767;49.61;144;0.0;21.5
2023-06-26;CAP_SON_MAI_00010;0.083;0.0;5;0.0;21.5
2023-06-26;CAP_SON_MAI_00004;99.083;6.12;35;0.0;21.5
2023-06-26;CAP_SON_MAI_00003;160.25;9.872;59;0.0;21.5
2023-06-26;CAP_SON_MAI_00004;177.2;10.52;35;0.0;21.5
2023-06-26;CAP_SON_MAI_00004;91.65;16.71;0;0.0;21.5
2023-06-26;CAP_SON_MAI_00010;116.1;14.17;1;0.0;21.5
2023-06-26;CAP_SON_MAI_00003;346.067;8.786;4;0.0;21.5
2023-06-26;CAP_SON_MAI_00004;198.65;11.61;76;0.0;21.5
2023-06-26;CAP_SON_MAI_00010;208.133;12.58;5;0.0;21.5
2023-06-27;CAP_SON_MAI_00004;127.983;7.29;76;0.0;22.5
2023-06-27;CAP_SON_MAI_00010;300.25;9.2;46;0.0;22.5
2023-06-27;CAP_SON_MAI_00004;174.317;10.22;-;0.0;22.5
2023-06-27;CAP_SON_MAI_00003;251.667;12.12;128;0.0;22.5
2023-06-28;CAP_SON_MAI_00010;389.783;47.15;29;0.0;22.0
2023-06-28;CAP_SON_MAI_00004;177.833;10.54;35;0.0;22.0
2023-06-28;CAP_SON_MAI_00001;181.667;10.91;50;0.0;22.0
2023-06-28;CAP_SON_MAI_00010;362.133;12.29;55;0.0;22.0
2023-06-28;CAP_SON_MAI_00004;198.05;12.05;59;0.0;22.0
2023-06-28;CAP_SON_MAI_00004;198.467;11.59;76;0.0;22.0
2023-06-28;CAP_SON_MAI_00001;382.267;3.2;-;0.0;22.0
2023-06-28;CAP_SON_MAI_00010;152.9;10.66;46;0.0;22.0
2023-06-28;CAP_SON_MAI_00003;429.967;38.751;0;0.0;22.0
2023-06-28;CAP_SON_MAI_00001;78.8;4.81;50;0.0;22.0
2023-06-28;CAP_SON_MAI_00003;233.767;12.704;5;0.0;22.0
2023-06-29;CAP_SON_MAI_00004;166.2;9.64;76;0.0;20.75
2023-06-29;CAP_SON_MAI_00001;287.083;24.01;0;0.0;20.75
2023-06-29;CAP_SON_MAI_00004;109.867;6.27;-;0.0;20.75
2023-06-29;CAP_SON_MAI_00010;402.0;11.06;55;0.0;20.75
2023-06-30;CAP_SON_MAI_00004;34.733;5.5;144;0.0;20.0
2023-06-30;CAP_SON_MAI_00003;207.567;10.219;4;0.0;20.0
2023-06-30;CAP_SON_MAI_00001;264.6;12.42;5;0.0;20.0
2023-06-30;CAP_SON_MAI_00001;120.217;3.75;-;0.0;20.0
2023-06-30;CAP_SON_MAI_00003;316.333;12.876;50;0.0;20.0
2023-06-30;CAP_SON_MAI_00004;93.65;11.55;55;0.0;20.0
2023-06-30;CAP_SON_MAI_00001;279.467;8.9;-;0.0;20.0
2023-06-30;CAP_SON_MAI_00004;202.383;11.81;76;0.0;20.0
2023-06-30;CAP_SON_MAI_00001;309.717;13.39;0;0.0;20.0
2023-06-30;CAP_SON_MAI_00004;258.083;48.75;144;0.0;20.0
2023-06-30;CAP_SON_MAI_00004;0.65;0.0;55;0.0;20.0
2023-07-02;CAP_SON_MAI_00002;44.883;33.91;144;0.0;22.75
2023-07-03;CAP_SON_MAI_00001;301.2;9.15;13;0.0;20.25
2023-07-03;CAP_SON_MAI_00003;308.617;9.886;4;0.0;20.25
2023-07-03;CAP_SON_MAI_00001;240.117;28.88;144;0.0;20.25
2023-07-03;CAP_SON_MAI_00010;645.517;12.05;55;0.0;20.25
2023-07-03;CAP_SON_MAI_00002;54.75;50.26;0;0.0;20.25
2023-07-03;CAP_SON_MAI_00004;199.95;11.63;76;0.0;20.25
2023-07-03;CAP_SON_MAI_00004;201.183;37.86;29;0.0;20.25
2023-07-03;CAP_SON_MAI_00001;0.467;0.01;29;0.0;20.25
2023-07-03;CAP_SON_MAI_00010;309.367;10.85;46;0.0;20.25
2023-07-04;CAP_SON_MAI_00004;149.683;8.66;4;0.0;19.0
2023-07-04;CAP_SON_MAI_00004;136.8;7.9;-;0.0;19.0
2023-07-04;CAP_SON_MAI_00010;292.3;3.81;55;0.0;19.0
2023-07-04;CAP_SON_MAI_00003;392.15;6.717;128;0.0;19.0
2023-07-04;CAP_SON_MAI_00004;201.817;12.43;128;0.0;19.0
2023-07-04;CAP_SON_MAI_00010;249.883;10.16;55;0.0;19.0
2023-07-04;CAP_SON_MAI_00010;9.6;1.16;46;0.0;19.0
2023-07-04;CAP_SON_MAI_00010;0.25;0.0;46;0.0;19.0
2023-07-04;CAP_SON_MAI_00010;250.683;22.31;0;0.0;19.0
2023-07-05;CAP_SON_MAI_00010;673.433;11.22;55;0.0;18.75
2023-07-05;CAP_SON_MAI_00003;311.333;9.388;13;0.0;18.75
2023-07-05;CAP_SON_MAI_00003;143.167;8.924;128;0.0;18.75
2023-07-05;CAP_SON_MAI_00010;235.267;10.56;35;0.0;18.75
2023-07-05;CAP_SON_MAI_00003;296.3;9.047;128;0.0;18.75
2023-07-06;CAP_SON_MAI_00010;25.1;1.43;13;0.0;18.75
2023-07-06;CAP_SON_MAI_00004;164.333;10.14;59;0.0;18.75
2023-07-06;CAP_SON_MAI_00010;222.333;23.93;144;0.0;18.75
2023-07-06;CAP_SON_MAI_00010;260.983;1.24;55;0.0;18.75
2023-07-06;CAP_SON_MAI_00004;175.5;10.4;35;0.0;18.75
2023-07-06;CAP_SON_MAI_00004;131.783;7.32;13;0.0;18.75
2023-07-06;CAP_SON_MAI_00001;0.1;0.0;128;0.0;18.75
2023-07-06;CAP_SON_MAI_00001;727.683;11.07;128;0.0;18.75
2023-07-06;CAP_SON_MAI_00003;257.317;31.793;144;0.0;18.75
2023-07-06;CAP_SON_MAI_00010;242.217;11.46;55;0.0;18.75
2023-07-06;CAP_SON_MAI_00004;184.3;11.11;59;0.0;18.75
2023-07-07;CAP_SON_MAI_00010;106.25;7.75;55;0.0;18.75
2023-07-07;CAP_SON_MAI_00010;0.567;0.02;29;0.0;18.75
2023-07-07;CAP_SON_MAI_00003;310.233;16.705;1;0.0;18.75
2023-07-07;CAP_SON_MAI_00004;208.117;12.46;128;0.0;18.75
2023-07-07;CAP_SON_MAI_00002;53.667;51.42;0;0.0;18.75
2023-07-07;CAP_SON_MAI_00002;42.633;41.17;29;0.0;18.75
2023-07-07;CAP_SON_MAI_00001;206.883;12.33;5;0.0;18.75
2023-07-07;CAP_SON_MAI_00003;314.75;6.36;51;0.0;18.75
2023-07-07;CAP_SON_MAI_00004;173.617;10.06;4;0.0;18.75
2023-07-07;CAP_SON_MAI_00010;227.783;11.95;55;0.0;18.75
2023-07-07;CAP_SON_MAI_00010;306.317;10.8;46;0.0;18.75
2023-07-07;CAP_SON_MAI_00004;199.167;11.61;76;0.0;18.75
2023-07-07;CAP_SON_MAI_00010;68.6;12.98;29;0.0;18.75
2023-07-10;CAP_SON_MAI_00002;1.5;1.84;0;0.0;19.25
2023-07-10;CAP_SON_MAI_00010;293.633;5.43;55;0.0;19.25
2023-07-10;CAP_SON_MAI_00004;181.45;10.45;-;0.0;19.25
2023-07-10;CAP_SON_MAI_00004;21.833;2.94;-;0.0;19.25
2023-07-10;CAP_SON_MAI_00001;1469.967;12.37;0;0.0;19.25
2023-07-10;CAP_SON_MAI_00010;214.6;10.32;35;0.0;19.25
2023-07-10;CAP_SON_MAI_00004;101.233;12.21;55;0.0;19.25
2023-07-10;CAP_SON_MAI_00004;208.5;39.35;29;0.0;19.25
2023-07-10;CAP_SON_MAI_00001;1631.017;21.87;46;0.0;19.25
2023-07-11;CAP_SON_MAI_00010;299.233;28.06;0;0.0;19.5
2023-07-11;CAP_SON_MAI_00010;305.933;10.76;46;0.0;19.5
2023-07-11;CAP_SON_MAI_00004;216.867;12.71;5;0.0;19.5
2023-07-11;CAP_SON_MAI_00003;285.15;12.477;50;0.0;19.5
2023-07-12;CAP_SON_MAI_00003;333.683;12.591;5;0.0;19.5
2023-07-12;CAP_SON_MAI_00004;177.467;10.14;-;0.0;19.5
2023-07-12;CAP_SON_MAI_00010;225.25;12.16;55;0.0;19.5
2023-07-12;CAP_SON_MAI_00010;282.517;6.16;46;0.0;19.5
2023-07-12;CAP_SON_MAI_00004;216.583;12.77;59;0.0;19.5
2023-07-12;CAP_SON_MAI_00001;634.367;12.1;87;0.0;19.5
2023-07-12;CAP_SON_MAI_00004;126.1;21.76;133;0.0;19.5
2023-07-12;CAP_SON_MAI_00010;386.017;6.15;55;0.0;19.5
2023-07-12;CAP_SON_MAI_00004;19.983;2.25;46;0.0;19.5
2023-07-13;CAP_SON_MAI_00003;86.3;5.279;5;0.0;19.5
2023-07-13;CAP_SON_MAI_00010;278.083;4.45;55;0.0;19.5
2023-07-13;CAP_SON_MAI_00010;313.883;16.62;133;0.0;19.5
2023-07-13;CAP_SON_MAI_00002;21.4;33.81;144;0.0;19.5
2023-07-13;CAP_SON_MAI_00001;1397.75;13.73;0;0.0;19.5
2023-07-13;CAP_SON_MAI_00010;204.75;37.19;133;0.0;19.5
2023-07-13;CAP_SON_MAI_00004;174.567;9.93;-;0.0;19.5
2023-07-13;CAP_SON_MAI_00002;57.4;54.82;144;0.0;19.5
2023-07-13;CAP_SON_MAI_00010;237.033;9.5;55;0.0;19.5
2023-07-13;CAP_SON_MAI_00003;20458.817;11.579;5;0.0;19.5
2023-07-14;CAP_SON_MAI_00004;203.667;25.34;1;0.0;19.5
2023-07-14;CAP_SON_MAI_00003;157.483;2.671;29;0.0;19.5
2023-07-14;CAP_SON_MAI_00010;210.017;12.81;128;0.0;19.5
2023-07-14;CAP_SON_MAI_00001;255.467;9.23;13;0.0;19.5
2023-07-14;CAP_SON_MAI_00010;483.2;12.34;55;0.0;19.5
2023-07-14;CAP_SON_MAI_00004;190.433;34.7;0;0.0;19.5
2023-07-14;CAP_SON_MAI_00004;91.65;4.95;-;0.0;19.5
2023-07-14;CAP_SON_MAI_00001;224.317;12.02;46;0.0;19.5
2023-07-14;CAP_SON_MAI_00003;337.1;10.004;4;0.0;19.5
2023-07-15;CAP_SON_MAI_00002;18.217;32.82;0;0.025;19.25
2023-07-16;CAP_SON_MAI_00002;47.667;58.19;144;0.0;17.75
2023-07-17;CAP_SON_MAI_00004;173.383;10.18;-;0.0;19.25
2023-07-17;CAP_SON_MAI_00004;201.75;12.43;59;0.0;19.25
2023-07-17;CAP_SON_MAI_00010;133.75;7.66;76;0.0;19.25
2023-07-17;CAP_SON_MAI_00004;201.317;11.49;76;0.0;19.25
2023-07-17;CAP_SON_MAI_00004;239.233;44.1;0;0.0;19.25
2023-07-17;CAP_SON_MAI_00003;222.633;13.576;1;0.0;19.25
2023-07-17;CAP_SON_MAI_00010;190.767;12.34;55;0.0;19.25
2023-07-17;CAP_SON_MAI_00001;401.767;2.28;0;0.0;19.25
2023-07-18;CAP_SON_MAI_00010;293.217;8.45;55;0.0;19.5
2023-07-18;CAP_SON_MAI_00003;297.7;12.475;50;0.0;19.5
2023-07-18;CAP_SON_MAI_00001;646.967;17.5;0;0.0;19.5
2023-07-18;CAP_SON_MAI_00001;533.867;12.51;5;0.0;19.5
2023-07-18;CAP_SON_MAI_00010;273.367;49.4;133;0.0;19.5
2023-07-18;CAP_SON_MAI_00004;41.433;4.97;55;0.0;19.5
2023-07-19;CAP_SON_MAI_00001;307.617;12.67;51;0.0;19.25
2023-07-19;CAP_SON_MAI_00010;132.1;25.22;133;0.0;19.25
2023-07-19;CAP_SON_MAI_00001;312.483;1.7;5;0.0;19.25
2023-07-19;CAP_SON_MAI_00002;8.8;13.98;144;0.0;19.25
2023-07-19;CAP_SON_MAI_00001;238.667;12.47;5;0.0;19.25
2023-07-19;CAP_SON_MAI_00010;284.167;9.77;76;0.0;19.25
2023-07-19;CAP_SON_MAI_00004;175.867;10.03;-;0.0;19.25
2023-07-19;CAP_SON_MAI_00003;390.55;23.043;1;0.0;19.25
2023-07-19;CAP_SON_MAI_00002;56.2;49.83;133;0.0;19.25
2023-07-20;CAP_SON_MAI_00001;730.333;27.2;0;0.0;18.5
2023-07-20;CAP_SON_MAI_00004;0.217;0.0;-;0.0;18.5
2023-07-20;CAP_SON_MAI_00004;79.683;4.4;-;0.0;18.5
2023-07-20;CAP_SON_MAI_00003;589.433;7.243;5;0.0;18.5
2023-07-20;CAP_SON_MAI_00004;88.45;10.8;46;0.0;18.5
2023-07-20;CAP_SON_MAI_00004;205.433;12.34;128;0.0;18.5
2023-07-21;CAP_SON_MAI_00004;203.333;12.21;128;0.0;19.0
2023-07-21;CAP_SON_MAI_00004;148.65;8.53;76;0.0;19.0
2023-07-21;CAP_SON_MAI_00010;245.717;26.86;0;0.0;19.0
2023-07-21;CAP_SON_MAI_00003;636.65;18.981;1;0.0;19.0
2023-07-23;CAP_SON_MAI_00002;10.85;22.01;0;0.0;18.25
2023-07-24;CAP_SON_MAI_00010;259.567;48.81;0;0.0;19.5
2023-07-24;CAP_SON_MAI_00010;99.717;12.17;55;0.0;19.5
2023-07-24;CAP_SON_MAI_00004;244.8;46.21;133;0.0;19.5
2023-07-24;CAP_SON_MAI_00001;241.367;12.69;59;0.0;19.5
2023-07-24;CAP_SON_MAI_00001;279.117;11.55;76;0.0;19.5
2023-07-24;CAP_SON_MAI_00004;42.083;6.62;133;0.0;19.5
2023-07-24;CAP_SON_MAI_00003;286.367;3.495;59;0.0;19.5
2023-07-25;CAP_SON_MAI_00010;328.05;4.64;55;0.0;18.0
2023-07-25;CAP_SON_MAI_00001;272.317;12.34;128;0.0;18.0
2023-07-25;CAP_SON_MAI_00004;114.217;6.47;76;0.0;18.0
2023-07-25;CAP_SON_MAI_00010;199.1;12.06;55;0.0;18.0
2023-07-25;CAP_SON_MAI_00003;231.083;28.336;144;0.0;18.0
2023-07-26;CAP_SON_MAI_00010;645.733;9.58;55;0.0;20.0
2023-07-26;CAP_SON_MAI_00004;144.367;8.45;35;0.0;20.0
2023-07-26;CAP_SON_MAI_00004;161.483;9.3;76;0.0;20.0
2023-07-26;CAP_SON_MAI_00010;284.2;33.09;0;0.0;20.0
2023-07-26;CAP_SON_MAI_00001;510.717;12.61;51;0.0;20.0
2023-07-27;CAP_SON_MAI_00001;458.967;10.89;55;0.0;19.0
2023-07-27;CAP_SON_MAI_00003;0.167;0.007;76;0.0;19.0
2023-07-27;CAP_SON_MAI_00010;326.65;10.9;46;0.0;19.0
2023-07-27;CAP_SON_MAI_00001;277.433;21.19;0;0.0;19.0
2023-07-27;CAP_SON_MAI_00004;202.117;12.5;59;0.0;19.0
2023-07-28;CAP_SON_MAI_00004;168.517;9.71;76;0.0;20.0
2023-07-28;CAP_SON_MAI_00010;0.067;0.0;59;0.0;20.0
2023-07-28;CAP_SON_MAI_00001;632.833;12.16;55;0.0;20.0
2023-07-28;CAP_SON_MAI_00003;656.717;16.778;1;0.0;20.0
2023-07-28;CAP_SON_MAI_00001;314.033;14.65;0;0.0;20.0
2023-07-28;CAP_SON_MAI_00002;39.6;32.31;144;0.0;20.0
2023-07-31;CAP_SON_MAI_00004;0.433;0.0;19;;20.0
2023-07-31;CAP_SON_MAI_00004;0.65;0.0;13;;20.0
2023-07-31;CAP_SON_MAI_00010;261.183;39.42;133;;20.0
2023-07-31;CAP_SON_MAI_00003;199.9;12.063;128;;20.0
2023-07-31;CAP_SON_MAI_00010;271.117;44.7;0;;20.0
2023-07-31;CAP_SON_MAI_00004;259.117;48.66;144;;20.0
2023-07-31;CAP_SON_MAI_00003;0.783;0.057;144;;20.0
2023-07-31;CAP_SON_MAI_00001;2885.767;14.31;133;;20.0
2023-07-31;CAP_SON_MAI_00004;163.533;9.68;4;;20.0
2023-08-01;CAP_SON_MAI_00004;96.317;16.72;144;0.0;20.75
2023-08-01;CAP_SON_MAI_00010;704.083;12.3;55;0.0;20.75
2023-08-01;CAP_SON_MAI_00004;153.667;27.71;0;0.0;20.75
2023-08-02;CAP_SON_MAI_00001;556.85;11.91;87;0.025;19.5
2023-08-02;CAP_SON_MAI_00004;205.517;12.31;50;0.025;19.5
2023-08-02;CAP_SON_MAI_00003;211.65;24.005;144;0.025;19.5
2023-08-02;CAP_SON_MAI_00004;203.333;12.37;128;0.025;19.5
2023-08-02;CAP_SON_MAI_00010;0.067;0.0;144;0.025;19.5
2023-08-03;CAP_SON_MAI_00001;233.733;11.82;5;0.0;18.5
2023-08-03;CAP_SON_MAI_00004;276.85;51.15;29;0.0;18.5
2023-08-03;CAP_SON_MAI_00010;280.45;12.04;55;0.0;18.5
2023-08-03;CAP_SON_MAI_00003;221.067;13.136;144;0.0;18.5
2023-08-03;CAP_SON_MAI_00010;275.417;45.51;0;0.0;18.5
