Charging Station,Duration (min),Total Energy (kWh),Nº cartão EVIO,date
CAP_SON_MAI_00001,593.833,12.51,55,2023-04-03
CAP_SON_MAI_00001,124.867,12.56,55,2023-03-31
CAP_SON_MAI_00001,654.7,12.54,55,2023-03-30
CAP_SON_MAI_00001,599.767,12.51,55,2023-03-29
CAP_SON_MAI_00004,60.633,7.071,55,2023-03-27
CAP_SON_MAI_00004,104.383,12.38,55,2023-03-27
CAP_SON_MAI_00004,86.567,10.39,55,2023-03-24
CAP_SON_MAI_00004,104.35,12.29,55,2023-03-23
CAP_SON_MAI_00004,96.033,11.29,55,2023-03-21
CAP_SON_MAI_00004,104.417,12.3,55,2023-03-20
CAP_SON_MAI_00001,576.717,12.45,55,2023-03-16
CAP_SON_MAI_00004,43.65,5.19,55,2023-03-15
CAP_SON_MAI_00004,0.717,0.0,55,2023-03-15
CAP_SON_MAI_00010,373.033,0.0,55,2023-03-15
CAP_SON_MAI_00010,265.967,47.46,55,2023-03-14
CAP_SON_MAI_00001,3.983,0.31,55,2023-03-14
CAP_SON_MAI_00001,572.55,7.98,55,2023-03-10
CAP_SON_MAI_00001,213.8,4.37,55,2023-03-09
CAP_SON_MAI_00001,588.933,12.61,55,2023-03-08
CAP_SON_MAI_00001,294.433,12.55,55,2023-03-06
CAP_SON_MAI_00001,261.433,10.47,55,2023-03-03
CAP_SON_MAI_00001,579.483,12.53,55,2023-03-01
CAP_SON_MAI_00010,700.583,12.42,55,2023-02-27
CAP_SON_MAI_00010,569.25,9.98,55,2023-02-24
CAP_SON_MAI_00010,0.083,0.0,55,2023-02-24
CAP_SON_MAI_00004,0.65,0.0,55,2023-02-23
CAP_SON_MAI_00001,628.267,12.47,55,2023-02-22
CAP_SON_MAI_00010,261.0,12.34,55,2023-02-20
CAP_SON_MAI_00010,276.633,4.86,55,2023-02-17
CAP_SON_MAI_00001,256.0,9.81,55,2023-02-17
CAP_SON_MAI_00010,634.233,12.41,55,2023-02-16
CAP_SON_MAI_00001,583.55,8.9,55,2023-02-15
CAP_SON_MAI_00003,331.383,12.403,55,2023-02-14
CAP_SON_MAI_00001,581.35,9.3,55,2023-02-10
CAP_SON_MAI_00010,638.25,12.39,55,2023-02-09
CAP_SON_MAI_00001,571.833,12.52,55,2023-02-08
