datetime;request;value;unit;quality;updated_at;Hour
2024-03-01T00:00:00Z;2024-02-29T20:15:02Z;59,09633394582926;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;0
2024-03-01T01:00:00Z;2024-02-29T20:15:02Z;62,827364629552676;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;1
2024-03-01T02:00:00Z;2024-02-29T20:15:02Z;65,3172587687224;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;2
2024-03-01T03:00:00Z;2024-02-29T20:15:02Z;65,18011468207278;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;3
2024-03-01T04:00:00Z;2024-02-29T20:15:02Z;65,15481241961075;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;4
2024-03-01T05:00:00Z;2024-02-29T20:15:02Z;49,86112995508846;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;5
2024-03-01T06:00:00Z;2024-02-29T20:15:02Z;50,115747907622605;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;6
2024-03-01T07:00:00Z;2024-02-29T20:15:02Z;55,833145919043275;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;7
2024-03-01T08:00:00Z;2024-02-29T20:15:02Z;52,985237647246436;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;8
2024-03-01T09:00:00Z;2024-02-29T20:15:02Z;59,441302230855214;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;9
2024-03-01T10:00:00Z;2024-02-29T20:15:02Z;63,493516332961555;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;10
2024-03-01T11:00:00Z;2024-02-29T20:15:02Z;67,44134638332571;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;11
2024-03-01T12:00:00Z;2024-02-29T20:15:02Z;68,566030822373;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;12
2024-03-01T13:00:00Z;2024-02-29T20:15:02Z;71,81870269896667;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;13
2024-03-01T14:00:00Z;2024-02-29T20:15:02Z;76,36752186490897;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;14
2024-03-01T15:00:00Z;2024-02-29T20:15:02Z;78,34404830310093;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;15
2024-03-01T16:00:00Z;2024-02-29T20:15:02Z;78,76332724883302;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;16
2024-03-01T17:00:00Z;2024-02-29T20:15:02Z;73,22058904198127;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;17
2024-03-01T18:00:00Z;2024-02-29T20:15:02Z;64,0952910246248;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;18
2024-03-01T19:00:00Z;2024-02-29T20:15:02Z;66,72990522727825;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;19
2024-03-01T20:00:00Z;2024-02-29T20:15:02Z;72,27930958390525;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;20
2024-03-01T21:00:00Z;2024-02-29T20:15:02Z;68,50037473830511;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;21
2024-03-01T22:00:00Z;2024-02-29T20:15:02Z;70,72677879384699;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;22
2024-03-01T23:00:00Z;2024-02-29T20:15:02Z;72,44811088190906;gCO₂eq/kWh;0;2024-02-29T20:40:16Z;23
2024-03-02T00:00:00Z;2024-03-01T20:15:02Z;45,390310083347586;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;0
2024-03-02T01:00:00Z;2024-03-01T20:15:02Z;45,46122204301315;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;1
2024-03-02T02:00:00Z;2024-03-01T20:15:02Z;52,012430659622055;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;2
2024-03-02T03:00:00Z;2024-03-01T20:15:02Z;48,946642088640104;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;3
2024-03-02T04:00:00Z;2024-03-01T20:15:02Z;50,45803686570365;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;4
2024-03-02T05:00:00Z;2024-03-01T20:15:02Z;48,06717529244525;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;5
2024-03-02T06:00:00Z;2024-03-01T20:15:02Z;38,895802538319586;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;6
2024-03-02T07:00:00Z;2024-03-01T20:15:02Z;35,75673798487619;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;7
2024-03-02T08:00:00Z;2024-03-01T20:15:02Z;38,330196144678155;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;8
2024-03-02T09:00:00Z;2024-03-01T20:15:02Z;41,55367427128611;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;9
2024-03-02T10:00:00Z;2024-03-01T20:15:02Z;42,76330808178837;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;10
2024-03-02T11:00:00Z;2024-03-01T20:15:02Z;47,94427015621104;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;11
2024-03-02T12:00:00Z;2024-03-01T20:15:02Z;46,42196145788846;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;12
2024-03-02T13:00:00Z;2024-03-01T20:15:02Z;44,583379923591494;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;13
2024-03-02T14:00:00Z;2024-03-01T20:15:02Z;42,99472632571049;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;14
2024-03-02T15:00:00Z;2024-03-01T20:15:02Z;44,248226887085394;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;15
2024-03-02T16:00:00Z;2024-03-01T20:15:02Z;46,527358138988006;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;16
2024-03-02T17:00:00Z;2024-03-01T20:15:02Z;46,818775819366465;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;17
2024-03-02T18:00:00Z;2024-03-01T20:15:02Z;40,97938684224839;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;18
2024-03-02T19:00:00Z;2024-03-01T20:15:02Z;44,09091676100848;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;19
2024-03-02T20:00:00Z;2024-03-01T20:15:02Z;44,67483417857962;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;20
2024-03-02T21:00:00Z;2024-03-01T20:15:02Z;47,385663406156006;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;21
2024-03-02T22:00:00Z;2024-03-01T20:15:02Z;47,350875615281026;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;22
2024-03-02T23:00:00Z;2024-03-01T20:15:02Z;43,056915224766335;gCO₂eq/kWh;0;2024-03-01T20:40:22Z;23
2024-03-03T00:00:00Z;2024-03-02T20:15:02Z;57,491669137349405;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;0
2024-03-03T01:00:00Z;2024-03-02T20:15:02Z;68,0672379147165;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;1
2024-03-03T02:00:00Z;2024-03-02T20:15:02Z;70,72073387815348;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;2
2024-03-03T03:00:00Z;2024-03-02T20:15:02Z;74,89904433002665;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;3
2024-03-03T04:00:00Z;2024-03-02T20:15:02Z;73,69452745448436;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;4
2024-03-03T05:00:00Z;2024-03-02T20:15:02Z;63,912427479493886;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;5
2024-03-03T06:00:00Z;2024-03-02T20:15:02Z;61,451913781681604;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;6
2024-03-03T07:00:00Z;2024-03-02T20:15:02Z;64,82638858627243;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;7
2024-03-03T08:00:00Z;2024-03-02T20:15:02Z;65,12308086164039;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;8
2024-03-03T09:00:00Z;2024-03-02T20:15:02Z;62,768453964115;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;9
2024-03-03T10:00:00Z;2024-03-02T20:15:02Z;61,909256234968005;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;10
2024-03-03T11:00:00Z;2024-03-02T20:15:02Z;66,18076112712468;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;11
2024-03-03T12:00:00Z;2024-03-02T20:15:02Z;63,64564818531653;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;12
2024-03-03T13:00:00Z;2024-03-02T20:15:02Z;66,0919065576251;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;13
2024-03-03T14:00:00Z;2024-03-02T20:15:02Z;68,14546417622145;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;14
2024-03-03T15:00:00Z;2024-03-02T20:15:02Z;71,07990358690301;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;15
2024-03-03T16:00:00Z;2024-03-02T20:15:02Z;79,60644501744736;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;16
2024-03-03T17:00:00Z;2024-03-02T20:15:02Z;72,17263321512912;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;17
2024-03-03T18:00:00Z;2024-03-02T20:15:02Z;64,64509767141348;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;18
2024-03-03T19:00:00Z;2024-03-02T20:15:02Z;62,685973604488595;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;19
2024-03-03T20:00:00Z;2024-03-02T20:15:02Z;61,578385099323825;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;20
2024-03-03T21:00:00Z;2024-03-02T20:15:02Z;67,86433507627405;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;21
2024-03-03T22:00:00Z;2024-03-02T20:15:02Z;65,5098926185695;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;22
2024-03-03T23:00:00Z;2024-03-02T20:15:02Z;62,69926947910726;gCO₂eq/kWh;0;2024-03-02T20:40:06Z;23
2024-03-04T00:00:00Z;2024-03-03T20:15:02Z;65,33230806271177;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;0
2024-03-04T01:00:00Z;2024-03-03T20:15:02Z;62,156060478309584;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;1
2024-03-04T02:00:00Z;2024-03-03T20:15:02Z;61,43967688228245;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;2
2024-03-04T03:00:00Z;2024-03-03T20:15:02Z;56,707230680893;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;3
2024-03-04T04:00:00Z;2024-03-03T20:15:02Z;56,0274126970732;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;4
2024-03-04T05:00:00Z;2024-03-03T20:15:02Z;51,84849368501453;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;5
2024-03-04T06:00:00Z;2024-03-03T20:15:02Z;47,06717698062175;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;6
2024-03-04T07:00:00Z;2024-03-03T20:15:02Z;39,74972870447696;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;7
2024-03-04T08:00:00Z;2024-03-03T20:15:02Z;40,19805176218729;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;8
2024-03-04T09:00:00Z;2024-03-03T20:15:02Z;42,46538828919178;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;9
2024-03-04T10:00:00Z;2024-03-03T20:15:02Z;48,14905598956735;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;10
2024-03-04T11:00:00Z;2024-03-03T20:15:02Z;56,083081589547916;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;11
2024-03-04T12:00:00Z;2024-03-03T20:15:02Z;55,00312602654257;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;12
2024-03-04T13:00:00Z;2024-03-03T20:15:02Z;53,22440245333005;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;13
2024-03-04T14:00:00Z;2024-03-03T20:15:02Z;61,71301855175892;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;14
2024-03-04T15:00:00Z;2024-03-03T20:15:02Z;60,16144703476575;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;15
2024-03-04T16:00:00Z;2024-03-03T20:15:02Z;54,653744754532624;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;16
2024-03-04T17:00:00Z;2024-03-03T20:15:02Z;51,39538242353052;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;17
2024-03-04T18:00:00Z;2024-03-03T20:15:02Z;43,65582846161241;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;18
2024-03-04T19:00:00Z;2024-03-03T20:15:02Z;40,116289741881054;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;19
2024-03-04T20:00:00Z;2024-03-03T20:15:02Z;39,08227291883573;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;20
2024-03-04T21:00:00Z;2024-03-03T20:15:02Z;45,78102277091117;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;21
2024-03-04T22:00:00Z;2024-03-03T20:15:02Z;49,31410203882665;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;22
2024-03-04T23:00:00Z;2024-03-03T20:15:02Z;44,70689629873007;gCO₂eq/kWh;0;2024-03-03T20:40:02Z;23
2024-03-05T00:00:00Z;2024-03-04T20:15:02Z;52,39806101677648;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;0
2024-03-05T01:00:00Z;2024-03-04T20:15:02Z;61,80067251019018;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;1
2024-03-05T02:00:00Z;2024-03-04T20:15:02Z;66,42451068676772;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;2
2024-03-05T03:00:00Z;2024-03-04T20:15:02Z;65,63025798215321;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;3
2024-03-05T04:00:00Z;2024-03-04T20:15:02Z;70,33279575885648;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;4
2024-03-05T05:00:00Z;2024-03-04T20:15:02Z;63,512938766369565;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;5
2024-03-05T06:00:00Z;2024-03-04T20:15:02Z;64,99861762296433;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;6
2024-03-05T07:00:00Z;2024-03-04T20:15:02Z;69,59320161827561;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;7
2024-03-05T08:00:00Z;2024-03-04T20:15:02Z;67,82589962865896;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;8
2024-03-05T09:00:00Z;2024-03-04T20:15:02Z;85,63862768152191;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;9
2024-03-05T10:00:00Z;2024-03-04T20:15:02Z;80,14870008861246;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;10
2024-03-05T11:00:00Z;2024-03-04T20:15:02Z;89,15158103095133;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;11
2024-03-05T12:00:00Z;2024-03-04T20:15:02Z;93,39123303892586;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;12
2024-03-05T13:00:00Z;2024-03-04T20:15:02Z;103,22141141570528;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;13
2024-03-05T14:00:00Z;2024-03-04T20:15:02Z;99,4531129380466;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;14
2024-03-05T15:00:00Z;2024-03-04T20:15:02Z;113,88354010201836;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;15
2024-03-05T16:00:00Z;2024-03-04T20:15:02Z;119,07806399458055;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;16
2024-03-05T17:00:00Z;2024-03-04T20:15:02Z;109,62819501724137;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;17
2024-03-05T18:00:00Z;2024-03-04T20:15:02Z;108,07920941565578;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;18
2024-03-05T19:00:00Z;2024-03-04T20:15:02Z;108,43439717216606;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;19
2024-03-05T20:00:00Z;2024-03-04T20:15:02Z;108,53644673570503;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;20
2024-03-05T21:00:00Z;2024-03-04T20:15:02Z;102,45302118608932;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;21
2024-03-05T22:00:00Z;2024-03-04T20:15:02Z;95,61376232336195;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;22
2024-03-05T23:00:00Z;2024-03-04T20:15:02Z;95,45616209261264;gCO₂eq/kWh;0;2024-03-04T20:39:58Z;23
2024-03-06T00:00:00Z;2024-03-05T20:15:02Z;96,7736287415918;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;0
2024-03-06T01:00:00Z;2024-03-05T20:15:02Z;94,54734519818253;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;1
2024-03-06T02:00:00Z;2024-03-05T20:15:02Z;94,8900743398644;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;2
2024-03-06T03:00:00Z;2024-03-05T20:15:02Z;94,62154338333956;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;3
2024-03-06T04:00:00Z;2024-03-05T20:15:02Z;93,86649558346228;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;4
2024-03-06T05:00:00Z;2024-03-05T20:15:02Z;91,81326893258037;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;5
2024-03-06T06:00:00Z;2024-03-05T20:15:02Z;89,88696965372725;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;6
2024-03-06T07:00:00Z;2024-03-05T20:15:02Z;89,87431769158147;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;7
2024-03-06T08:00:00Z;2024-03-05T20:15:02Z;87,13796654805736;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;8
2024-03-06T09:00:00Z;2024-03-05T20:15:02Z;89,4029283535568;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;9
2024-03-06T10:00:00Z;2024-03-05T20:15:02Z;82,61743453608156;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;10
2024-03-06T11:00:00Z;2024-03-05T20:15:02Z;88,98132981948595;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;11
2024-03-06T12:00:00Z;2024-03-05T20:15:02Z;87,06295109960254;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;12
2024-03-06T13:00:00Z;2024-03-05T20:15:02Z;87,46495102754278;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;13
2024-03-06T14:00:00Z;2024-03-05T20:15:02Z;86,7087420295739;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;14
2024-03-06T15:00:00Z;2024-03-05T20:15:02Z;87,67103001500865;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;15
2024-03-06T16:00:00Z;2024-03-05T20:15:02Z;95,91544487058515;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;16
2024-03-06T17:00:00Z;2024-03-05T20:15:02Z;92,19305384934157;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;17
2024-03-06T18:00:00Z;2024-03-05T20:15:02Z;91,52508299625374;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;18
2024-03-06T19:00:00Z;2024-03-05T20:15:02Z;88,41262361165693;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;19
2024-03-06T20:00:00Z;2024-03-05T20:15:02Z;85,09416529405264;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;20
2024-03-06T21:00:00Z;2024-03-05T20:15:02Z;76,96647217333597;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;21
2024-03-06T22:00:00Z;2024-03-05T20:15:02Z;63,920921165835104;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;22
2024-03-06T23:00:00Z;2024-03-05T20:15:02Z;59,04965487810235;gCO₂eq/kWh;0;2024-03-05T20:40:33Z;23
2024-03-07T00:00:00Z;2024-03-06T20:15:03Z;23,865596611079955;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;0
2024-03-07T01:00:00Z;2024-03-06T20:15:03Z;26,188452265245893;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;1
2024-03-07T02:00:00Z;2024-03-06T20:15:03Z;28,2331284476028;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;2
2024-03-07T03:00:00Z;2024-03-06T20:15:03Z;29,4176599187884;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;3
2024-03-07T04:00:00Z;2024-03-06T20:15:03Z;30,385570162111083;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;4
2024-03-07T05:00:00Z;2024-03-06T20:15:03Z;28,69479485960635;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;5
2024-03-07T06:00:00Z;2024-03-06T20:15:03Z;22,57232295181359;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;6
2024-03-07T07:00:00Z;2024-03-06T20:15:03Z;24,21485871157824;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;7
2024-03-07T08:00:00Z;2024-03-06T20:15:03Z;23,124833943322688;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;8
2024-03-07T09:00:00Z;2024-03-06T20:15:03Z;34,790985322122744;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;9
2024-03-07T10:00:00Z;2024-03-06T20:15:03Z;36,369107191152125;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;10
2024-03-07T11:00:00Z;2024-03-06T20:15:03Z;43,62209902502239;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;11
2024-03-07T12:00:00Z;2024-03-06T20:15:03Z;39,21780672372272;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;12
2024-03-07T13:00:00Z;2024-03-06T20:15:03Z;37,539484113988166;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;13
2024-03-07T14:00:00Z;2024-03-06T20:15:03Z;40,019900253760404;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;14
2024-03-07T15:00:00Z;2024-03-06T20:15:03Z;41,578868719522305;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;15
2024-03-07T16:00:00Z;2024-03-06T20:15:03Z;44,07454859687296;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;16
2024-03-07T17:00:00Z;2024-03-06T20:15:03Z;46,29411039927366;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;17
2024-03-07T18:00:00Z;2024-03-06T20:15:03Z;62,70183305393031;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;18
2024-03-07T19:00:00Z;2024-03-06T20:15:03Z;43,47899664123482;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;19
2024-03-07T20:00:00Z;2024-03-06T20:15:03Z;56,7664165343224;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;20
2024-03-07T21:00:00Z;2024-03-06T20:15:03Z;51,45623268844453;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;21
2024-03-07T22:00:00Z;2024-03-06T20:15:03Z;42,62576530991173;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;22
2024-03-07T23:00:00Z;2024-03-06T20:15:03Z;53,57349271899202;gCO₂eq/kWh;0;2024-03-06T20:40:33Z;23
2024-03-08T00:00:00Z;2024-03-07T20:15:02Z;26,937899940043955;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;0
2024-03-08T01:00:00Z;2024-03-07T20:15:02Z;25,093081742133904;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;1
2024-03-08T02:00:00Z;2024-03-07T20:15:02Z;29,231327861714227;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;2
2024-03-08T03:00:00Z;2024-03-07T20:15:02Z;27,589746469438637;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;3
2024-03-08T04:00:00Z;2024-03-07T20:15:02Z;29,04332880757504;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;4
2024-03-08T05:00:00Z;2024-03-07T20:15:02Z;21,654715135307313;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;5
2024-03-08T06:00:00Z;2024-03-07T20:15:02Z;15,508974903660809;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;6
2024-03-08T07:00:00Z;2024-03-07T20:15:02Z;15,838222100691047;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;7
2024-03-08T08:00:00Z;2024-03-07T20:15:02Z;20,674279878428877;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;8
2024-03-08T09:00:00Z;2024-03-07T20:15:02Z;27,552363064589326;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;9
2024-03-08T10:00:00Z;2024-03-07T20:15:02Z;26,69804607210054;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;10
2024-03-08T11:00:00Z;2024-03-07T20:15:02Z;32,25047604492789;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;11
2024-03-08T12:00:00Z;2024-03-07T20:15:02Z;31,988272016879574;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;12
2024-03-08T13:00:00Z;2024-03-07T20:15:02Z;35,362804452838695;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;13
2024-03-08T14:00:00Z;2024-03-07T20:15:02Z;36,541883004203115;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;14
2024-03-08T15:00:00Z;2024-03-07T20:15:02Z;34,92413599576575;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;15
2024-03-08T16:00:00Z;2024-03-07T20:15:02Z;33,08500707682158;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;16
2024-03-08T17:00:00Z;2024-03-07T20:15:02Z;24,332357199725845;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;17
2024-03-08T18:00:00Z;2024-03-07T20:15:02Z;25,213383062903706;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;18
2024-03-08T19:00:00Z;2024-03-07T20:15:02Z;18,719713420564197;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;19
2024-03-08T20:00:00Z;2024-03-07T20:15:02Z;21,45214092173327;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;20
2024-03-08T21:00:00Z;2024-03-07T20:15:02Z;26,6925505039298;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;21
2024-03-08T22:00:00Z;2024-03-07T20:15:02Z;23,25568380776356;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;22
2024-03-08T23:00:00Z;2024-03-07T20:15:02Z;18,639093130723765;gCO₂eq/kWh;0;2024-03-07T20:40:43Z;23
2024-03-09T00:00:00Z;2024-03-08T20:15:02Z;16,7215910013417;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;0
2024-03-09T01:00:00Z;2024-03-08T20:15:02Z;20,47477495460958;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;1
2024-03-09T02:00:00Z;2024-03-08T20:15:02Z;32,144212567778595;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;2
2024-03-09T03:00:00Z;2024-03-08T20:15:02Z;34,993744208279004;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;3
2024-03-09T04:00:00Z;2024-03-08T20:15:02Z;32,01208354646492;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;4
2024-03-09T05:00:00Z;2024-03-08T20:15:02Z;29,160614129326387;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;5
2024-03-09T06:00:00Z;2024-03-08T20:15:02Z;35,426973860613074;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;6
2024-03-09T07:00:00Z;2024-03-08T20:15:02Z;31,916929284156396;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;7
2024-03-09T08:00:00Z;2024-03-08T20:15:02Z;32,340846313534506;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;8
2024-03-09T09:00:00Z;2024-03-08T20:15:02Z;30,245272960780312;gCO₂eq/kWh;0;2024-03-08T20:40:43Z;9
